Index,Body_Part,Occupational_Group,Impairment_Code,Variant
1736,CRANIAL-VERTIGO,341,13.07.06.01,I
1737,CRANIAL-VERTIGO,350,13.07.06.01,G
1738,CRANIAL-VERTIGO,351,13.07.06.01,G
1739,CRANIAL-VERTIGO,360,13.07.06.01,F
1740,CRANIAL-VERTIGO,370,13.07.06.01,H
1741,CRANIAL-VERTIGO,380,13.07.06.01,J
1742,CRANIAL-VERTIGO,390,13.07.06.01,G
1743,CRANIAL-VERTIGO,420,13.07.06.01,F
1744,CRANIAL-VERTIGO,430,13.07.06.01,G
1745,CRANIAL-VERTIGO,460,13.07.06.01,F
1746,CRANIAL-VERTIGO,470,13.07.06.01,H
1747,CRANIAL-VERTIGO,480,13.07.06.01,G
1748,CRANIAL-VERTIGO,481,13.07.06.01,J
1749,CRANIAL-VERTIGO,482,13.07.06.01,J
1750,CRANIAL-VERTIGO,490,13.07.06.01,I
1751,CRANIAL-VERTIGO,491,13.07.06.01,F
1752,CRANIAL-VERTIGO,492,13.07.06.01,H
1753,CRANIAL-VERTIGO,493,13.07.06.01,I
1754,CRANIAL-VERTIGO,560,13.07.06.01,H
1755,CRANIAL-VERTIGO,590,13.07.06.01,J
1756,CRANIAL-TINNITUS,110,13.07.06.02,J
1757,CRANIAL-TINNITUS,111,13.07.06.02,H
1758,CRANIAL-TINNITUS,112,13.07.06.02,I
1759,CRANIAL-TINNITUS,120,13.07.06.02,F
1760,CRANIAL-TINNITUS,210,13.07.06.02,J
1761,CRANIAL-TINNITUS,211,13.07.06.02,H
1762,CRANIAL-TINNITUS,212,13.07.06.02,I
1763,CRANIAL-TINNITUS,213,13.07.06.02,H
1764,CRANIAL-TINNITUS,214,13.07.06.02,J
1765,CRANIAL-TINNITUS,220,13.07.06.02,H
1766,CRANIAL-TINNITUS,221,13.07.06.02,D
1767,CRANIAL-TINNITUS,230,13.07.06.02,E
1768,CRANIAL-TINNITUS,240,13.07.06.02,H
1769,CRANIAL-TINNITUS,250,13.07.06.02,H
1770,CRANIAL-TINNITUS,251,13.07.06.02,J
1771,CRANIAL-TINNITUS,290,13.07.06.02,I
1772,CRANIAL-TINNITUS,310,13.07.06.02,J
1773,CRANIAL-TINNITUS,311,13.07.06.02,J
1774,CRANIAL-TINNITUS,320,13.07.06.02,E
1775,CRANIAL-TINNITUS,321,13.07.06.02,D
1776,CRANIAL-TINNITUS,322,13.07.06.02,H
1777,CRANIAL-TINNITUS,330,13.07.06.02,E
1778,CRANIAL-TINNITUS,331,13.07.06.02,E
1779,CRANIAL-TINNITUS,332,13.07.06.02,G
1780,CRANIAL-TINNITUS,340,13.07.06.02,F
1781,CRANIAL-TINNITUS,341,13.07.06.02,E
1782,CRANIAL-TINNITUS,350,13.07.06.02,H
1783,CRANIAL-TINNITUS,351,13.07.06.02,G
1784,CRANIAL-TINNITUS,360,13.07.06.02,G
1785,CRANIAL-TINNITUS,370,13.07.06.02,G
1786,CRANIAL-TINNITUS,380,13.07.06.02,G
1787,CRANIAL-TINNITUS,390,13.07.06.02,H
1788,CRANIAL-TINNITUS,420,13.07.06.02,D
1789,CRANIAL-TINNITUS,430,13.07.06.02,F
1790,CRANIAL-TINNITUS,460,13.07.06.02,F
1791,CRANIAL-TINNITUS,470,13.07.06.02,G
1792,CRANIAL-TINNITUS,480,13.07.06.02,F
1793,CRANIAL-TINNITUS,481,13.07.06.02,G
1794,CRANIAL-TINNITUS,482,13.07.06.02,H
1795,CRANIAL-TINNITUS,490,13.07.06.02,I
1796,CRANIAL-TINNITUS,491,13.07.06.02,F
1797,CRANIAL-TINNITUS,492,13.07.06.02,F
1798,CRANIAL-TINNITUS,493,13.07.06.02,I
1799,CRANIAL-TINNITUS,560,13.07.06.02,F
1800,CRANIAL-TINNITUS,590,13.07.06.02,I
1801,CRANIAL-GLOSSO,110,13.07.07.00,F
1802,CRANIAL-GLOSSO,111,13.07.07.00,F
1803,CRANIAL-GLOSSO,112,13.07.07.00,F
1804,CRANIAL-GLOSSO,120,13.07.07.00,F
1805,CRANIAL-GLOSSO,210,13.07.07.00,F
1806,CRANIAL-GLOSSO,211,13.07.07.00,F
1807,CRANIAL-GLOSSO,212,13.07.07.00,F
1808,CRANIAL-GLOSSO,213,13.07.07.00,F
1809,CRANIAL-GLOSSO,214,13.07.07.00,F
1810,CRANIAL-GLOSSO,220,13.07.07.00,F
1811,CRANIAL-GLOSSO,221,13.07.07.00,F
1812,CRANIAL-GLOSSO,230,13.07.07.00,F
1813,CRANIAL-GLOSSO,240,13.07.07.00,F
1814,CRANIAL-GLOSSO,250,13.07.07.00,F
1815,CRANIAL-GLOSSO,251,13.07.07.00,F
1816,CRANIAL-GLOSSO,290,13.07.07.00,F
1817,CRANIAL-GLOSSO,310,13.07.07.00,F
1818,CRANIAL-GLOSSO,311,13.07.07.00,F
1819,CRANIAL-GLOSSO,320,13.07.07.00,F
1820,CRANIAL-GLOSSO,321,13.07.07.00,F
1821,CRANIAL-GLOSSO,322,13.07.07.00,F
1822,CRANIAL-GLOSSO,330,13.07.07.00,F
1823,CRANIAL-GLOSSO,331,13.07.07.00,F
1824,CRANIAL-GLOSSO,332,13.07.07.00,F
1825,CRANIAL-GLOSSO,340,13.07.07.00,F
1826,CRANIAL-GLOSSO,341,13.07.07.00,F
1827,CRANIAL-GLOSSO,350,13.07.07.00,F
1828,CRANIAL-GLOSSO,351,13.07.07.00,F
1829,CRANIAL-GLOSSO,360,13.07.07.00,F
1830,CRANIAL-GLOSSO,370,13.07.07.00,F
1831,CRANIAL-GLOSSO,380,13.07.07.00,F
1832,CRANIAL-GLOSSO,390,13.07.07.00,F
1833,CRANIAL-GLOSSO,420,13.07.07.00,F
1834,CRANIAL-GLOSSO,430,13.07.07.00,F
1835,CRANIAL-GLOSSO,460,13.07.07.00,F
1836,CRANIAL-GLOSSO,470,13.07.07.00,F
1837,CRANIAL-GLOSSO,480,13.07.07.00,F
1838,CRANIAL-GLOSSO,481,13.07.07.00,F
1839,CRANIAL-GLOSSO,482,13.07.07.00,F
1840,CRANIAL-GLOSSO,490,13.07.07.00,F
1841,CRANIAL-GLOSSO,491,13.07.07.00,F
1842,CRANIAL-GLOSSO,492,13.07.07.00,F
1843,CRANIAL-GLOSSO,493,13.07.07.00,F
1844,CRANIAL-GLOSSO,560,13.07.07.00,F
1845,CRANIAL-GLOSSO,590,13.07.07.00,F
1846,STATION GAIT,110,13.08.00.00,D
1847,STATION GAIT,111,13.08.00.00,D
1848,STATION GAIT,112,13.08.00.00,C
1849,STATION GAIT,120,13.08.00.00,C
1850,STATION GAIT,210,13.08.00.00,E
1851,STATION GAIT,211,13.08.00.00,E
1852,STATION GAIT,212,13.08.00.00,E
1853,STATION GAIT,213,13.08.00.00,F
1854,STATION GAIT,214,13.08.00.00,F
1855,STATION GAIT,220,13.08.00.00,E
1856,STATION GAIT,221,13.08.00.00,E
1857,STATION GAIT,230,13.08.00.00,E
1858,STATION GAIT,240,13.08.00.00,E
1859,STATION GAIT,250,13.08.00.00,F
1860,STATION GAIT,251,13.08.00.00,E
1861,STATION GAIT,290,13.08.00.00,E
1862,STATION GAIT,310,13.08.00.00,F
1863,STATION GAIT,311,13.08.00.00,F
1864,STATION GAIT,320,13.08.00.00,F
1865,STATION GAIT,321,13.08.00.00,F
1866,STATION GAIT,322,13.08.00.00,F
1867,STATION GAIT,330,13.08.00.00,F
1868,STATION GAIT,331,13.08.00.00,F
1869,STATION GAIT,332,13.08.00.00,F
1870,STATION GAIT,340,13.08.00.00,G
1871,STATION GAIT,341,13.08.00.00,G
1872,STATION GAIT,350,13.08.00.00,G
1873,STATION GAIT,351,13.08.00.00,G
1874,STATION GAIT,360,13.08.00.00,G
1875,STATION GAIT,370,13.08.00.00,G
1876,STATION GAIT,380,13.08.00.00,I
1877,STATION GAIT,390,13.08.00.00,H
1878,STATION GAIT,420,13.08.00.00,G
1879,STATION GAIT,430,13.08.00.00,H
1880,STATION GAIT,460,13.08.00.00,H
1881,STATION GAIT,470,13.08.00.00,H
1882,STATION GAIT,480,13.08.00.00,H
1883,STATION GAIT,481,13.08.00.00,I
1884,STATION GAIT,482,13.08.00.00,J
1885,STATION GAIT,490,13.08.00.00,I
1886,STATION GAIT,491,13.08.00.00,H
1887,STATION GAIT,492,13.08.00.00,I
1888,STATION GAIT,493,13.08.00.00,I
1889,STATION GAIT,560,13.08.00.00,I
1890,STATION GAIT,590,13.08.00.00,J
1891,UPPER EXTREM,110,13.09.00.00,E
1892,UPPER EXTREM,111,13.09.00.00,G
1893,UPPER EXTREM,112,13.09.00.00,H
1894,UPPER EXTREM,120,13.09.00.00,H
1895,UPPER EXTREM,210,13.09.00.00,E
1896,UPPER EXTREM,211,13.09.00.00,G
1897,UPPER EXTREM,212,13.09.00.00,F
1898,UPPER EXTREM,213,13.09.00.00,E
1899,UPPER EXTREM,214,13.09.00.00,G
1900,UPPER EXTREM,220,13.09.00.00,H
1901,UPPER EXTREM,221,13.09.00.00,G
1902,UPPER EXTREM,230,13.09.00.00,G
1903,UPPER EXTREM,240,13.09.00.00,E
1904,UPPER EXTREM,250,13.09.00.00,F
1905,UPPER EXTREM,251,13.09.00.00,F
1906,UPPER EXTREM,290,13.09.00.00,G
1907,UPPER EXTREM,310,13.09.00.00,F
1908,UPPER EXTREM,311,13.09.00.00,G
1909,UPPER EXTREM,320,13.09.00.00,H
1910,UPPER EXTREM,321,13.09.00.00,G
1911,UPPER EXTREM,322,13.09.00.00,G
1912,UPPER EXTREM,330,13.09.00.00,G
1913,UPPER EXTREM,331,13.09.00.00,F
1914,UPPER EXTREM,332,13.09.00.00,F
1915,UPPER EXTREM,340,13.09.00.00,F
1916,UPPER EXTREM,341,13.09.00.00,F
1917,UPPER EXTREM,350,13.09.00.00,G
1918,UPPER EXTREM,351,13.09.00.00,G
1919,UPPER EXTREM,360,13.09.00.00,G
1920,UPPER EXTREM,370,13.09.00.00,H
1921,UPPER EXTREM,380,13.09.00.00,H
1922,UPPER EXTREM,390,13.09.00.00,G
1923,UPPER EXTREM,420,13.09.00.00,H
1924,UPPER EXTREM,430,13.09.00.00,H
1925,UPPER EXTREM,460,13.09.00.00,G
1926,UPPER EXTREM,470,13.09.00.00,H
1927,UPPER EXTREM,480,13.09.00.00,G
1928,UPPER EXTREM,481,13.09.00.00,H
1929,UPPER EXTREM,482,13.09.00.00,J
1930,UPPER EXTREM,490,13.09.00.00,I
1931,UPPER EXTREM,491,13.09.00.00,G
1932,UPPER EXTREM,492,13.09.00.00,H
1933,UPPER EXTREM,493,13.09.00.00,H
1934,UPPER EXTREM,560,13.09.00.00,H
1935,UPPER EXTREM,590,13.09.00.00,J
1936,SPINAL-RESPIR,110,13.10.01.00,F
1937,SPINAL-RESPIR,111,13.10.01.00,E
1938,SPINAL-RESPIR,112,13.10.01.00,D
1939,SPINAL-RESPIR,120,13.10.01.00,D
1940,SPINAL-RESPIR,210,13.10.01.00,H
1941,SPINAL-RESPIR,211,13.10.01.00,E
1942,SPINAL-RESPIR,212,13.10.01.00,F
1943,SPINAL-RESPIR,213,13.10.01.00,F
1944,SPINAL-RESPIR,214,13.10.01.00,F
1945,SPINAL-RESPIR,220,13.10.01.00,E
1946,SPINAL-RESPIR,221,13.10.01.00,E
1947,SPINAL-RESPIR,230,13.10.01.00,E
1948,SPINAL-RESPIR,240,13.10.01.00,E
1949,SPINAL-RESPIR,250,13.10.01.00,F
1950,SPINAL-RESPIR,251,13.10.01.00,F
1951,SPINAL-RESPIR,290,13.10.01.00,F
1952,SPINAL-RESPIR,310,13.10.01.00,F
1953,SPINAL-RESPIR,311,13.10.01.00,G
1954,SPINAL-RESPIR,320,13.10.01.00,F
1955,SPINAL-RESPIR,321,13.10.01.00,F
1956,SPINAL-RESPIR,322,13.10.01.00,F
1957,SPINAL-RESPIR,330,13.10.01.00,F
1958,SPINAL-RESPIR,331,13.10.01.00,F
1959,SPINAL-RESPIR,332,13.10.01.00,F
1960,SPINAL-RESPIR,340,13.10.01.00,G
1961,SPINAL-RESPIR,341,13.10.01.00,G
1962,SPINAL-RESPIR,350,13.10.01.00,G
1963,SPINAL-RESPIR,351,13.10.01.00,G
1964,SPINAL-RESPIR,360,13.10.01.00,G
1965,SPINAL-RESPIR,370,13.10.01.00,G
1966,SPINAL-RESPIR,380,13.10.01.00,H
1967,SPINAL-RESPIR,390,13.10.01.00,H
1968,SPINAL-RESPIR,420,13.10.01.00,G
1969,SPINAL-RESPIR,430,13.10.01.00,H
1970,SPINAL-RESPIR,460,13.10.01.00,G
1971,SPINAL-RESPIR,470,13.10.01.00,H
1972,SPINAL-RESPIR,480,13.10.01.00,H
1973,SPINAL-RESPIR,481,13.10.01.00,H
1974,SPINAL-RESPIR,482,13.10.01.00,I
1975,SPINAL-RESPIR,490,13.10.01.00,I
1976,SPINAL-RESPIR,491,13.10.01.00,G
1977,SPINAL-RESPIR,492,13.10.01.00,H
1978,SPINAL-RESPIR,493,13.10.01.00,I
1979,SPINAL-RESPIR,560,13.10.01.00,H
1980,SPINAL-RESPIR,590,13.10.01.00,J
1981,SPINAL-URINARY,110,13.10.02.00,F
1982,SPINAL-URINARY,111,13.10.02.00,F
1983,SPINAL-URINARY,112,13.10.02.00,F
1984,SPINAL-URINARY,120,13.10.02.00,F
1985,SPINAL-URINARY,210,13.10.02.00,F
1986,SPINAL-URINARY,211,13.10.02.00,F
1987,SPINAL-URINARY,212,13.10.02.00,F
1988,SPINAL-URINARY,213,13.10.02.00,H
1989,SPINAL-URINARY,214,13.10.02.00,F
1990,SPINAL-URINARY,220,13.10.02.00,F
1991,SPINAL-URINARY,221,13.10.02.00,F
1992,SPINAL-URINARY,230,13.10.02.00,F
1993,SPINAL-URINARY,240,13.10.02.00,G
1994,SPINAL-URINARY,250,13.10.02.00,G
1995,SPINAL-URINARY,251,13.10.02.00,G
1996,SPINAL-URINARY,290,13.10.02.00,F
1997,SPINAL-URINARY,310,13.10.02.00,F
1998,SPINAL-URINARY,311,13.10.02.00,F
1999,SPINAL-URINARY,320,13.10.02.00,F
2000,SPINAL-URINARY,321,13.10.02.00,F
2001,SPINAL-URINARY,322,13.10.02.00,F
2002,SPINAL-URINARY,330,13.10.02.00,F
2003,SPINAL-URINARY,331,13.10.02.00,F
2004,SPINAL-URINARY,332,13.10.02.00,F
2005,SPINAL-URINARY,340,13.10.02.00,F
2006,SPINAL-URINARY,341,13.10.02.00,H
2007,SPINAL-URINARY,350,13.10.02.00,G
2008,SPINAL-URINARY,351,13.10.02.00,G
2009,SPINAL-URINARY,360,13.10.02.00,F
2010,SPINAL-URINARY,370,13.10.02.00,F
2011,SPINAL-URINARY,380,13.10.02.00,H
2012,SPINAL-URINARY,390,13.10.02.00,G
2013,SPINAL-URINARY,420,13.10.02.00,F
2014,SPINAL-URINARY,430,13.10.02.00,F
2015,SPINAL-URINARY,460,13.10.02.00,F
2016,SPINAL-URINARY,470,13.10.02.00,F
2017,SPINAL-URINARY,480,13.10.02.00,H
2018,SPINAL-URINARY,481,13.10.02.00,H
2019,SPINAL-URINARY,482,13.10.02.00,H
2020,SPINAL-URINARY,490,13.10.02.00,H
2021,SPINAL-URINARY,491,13.10.02.00,H
2022,SPINAL-URINARY,492,13.10.02.00,H
2023,SPINAL-URINARY,493,13.10.02.00,H
2024,SPINAL-URINARY,560,13.10.02.00,G
2025,SPINAL-URINARY,590,13.10.02.00,H
2026,SPINAL-ANORECT,110,13.10.03.00,F
2027,SPINAL-ANORECT,111,13.10.03.00,F
2028,SPINAL-ANORECT,112,13.10.03.00,F
2029,SPINAL-ANORECT,120,13.10.03.00,F
2030,SPINAL-ANORECT,210,13.10.03.00,F
2031,SPINAL-ANORECT,211,13.10.03.00,F
2032,SPINAL-ANORECT,212,13.10.03.00,F
2033,SPINAL-ANORECT,213,13.10.03.00,H
2034,SPINAL-ANORECT,214,13.10.03.00,F
2035,SPINAL-ANORECT,220,13.10.03.00,F
2036,SPINAL-ANORECT,221,13.10.03.00,F
2037,SPINAL-ANORECT,230,13.10.03.00,F
2038,SPINAL-ANORECT,240,13.10.03.00,G
2039,SPINAL-ANORECT,250,13.10.03.00,G
2040,SPINAL-ANORECT,251,13.10.03.00,G
2041,SPINAL-ANORECT,290,13.10.03.00,F
2042,SPINAL-ANORECT,310,13.10.03.00,F
2043,SPINAL-ANORECT,311,13.10.03.00,F
2044,SPINAL-ANORECT,320,13.10.03.00,F
2045,SPINAL-ANORECT,321,13.10.03.00,F
2046,SPINAL-ANORECT,322,13.10.03.00,F
2047,SPINAL-ANORECT,330,13.10.03.00,F
2048,SPINAL-ANORECT,331,13.10.03.00,F
2049,SPINAL-ANORECT,332,13.10.03.00,F
2050,SPINAL-ANORECT,340,13.10.03.00,F
2051,SPINAL-ANORECT,341,13.10.03.00,H
2052,SPINAL-ANORECT,350,13.10.03.00,G
2053,SPINAL-ANORECT,351,13.10.03.00,G
2054,SPINAL-ANORECT,360,13.10.03.00,F
2055,SPINAL-ANORECT,370,13.10.03.00,F
2056,SPINAL-ANORECT,380,13.10.03.00,H
2057,SPINAL-ANORECT,390,13.10.03.00,G
2058,SPINAL-ANORECT,420,13.10.03.00,F
2059,SPINAL-ANORECT,430,13.10.03.00,F
2060,SPINAL-ANORECT,460,13.10.03.00,F
2061,SPINAL-ANORECT,470,13.10.03.00,F
2062,SPINAL-ANORECT,480,13.10.03.00,H
2063,SPINAL-ANORECT,481,13.10.03.00,H
2064,SPINAL-ANORECT,482,13.10.03.00,H
2065,SPINAL-ANORECT,490,13.10.03.00,H
2066,SPINAL-ANORECT,491,13.10.03.00,H
2067,SPINAL-ANORECT,492,13.10.03.00,H
2068,SPINAL-ANORECT,493,13.10.03.00,H
2069,SPINAL-ANORECT,560,13.10.03.00,G
2070,SPINAL-ANORECT,590,13.10.03.00,H
2071,SPINAL-SEXUAL,110,13.10.04.00,F
2072,SPINAL-SEXUAL,111,13.10.04.00,F
2073,SPINAL-SEXUAL,112,13.10.04.00,F
2074,SPINAL-SEXUAL,120,13.10.04.00,F
2075,SPINAL-SEXUAL,210,13.10.04.00,F
2076,SPINAL-SEXUAL,211,13.10.04.00,F
2077,SPINAL-SEXUAL,212,13.10.04.00,F
2078,SPINAL-SEXUAL,213,13.10.04.00,F
2079,SPINAL-SEXUAL,214,13.10.04.00,F
2080,SPINAL-SEXUAL,220,13.10.04.00,F
2081,SPINAL-SEXUAL,221,13.10.04.00,F
2082,SPINAL-SEXUAL,230,13.10.04.00,F
2083,SPINAL-SEXUAL,240,13.10.04.00,F
2084,SPINAL-SEXUAL,250,13.10.04.00,F
2085,SPINAL-SEXUAL,251,13.10.04.00,F
2086,SPINAL-SEXUAL,290,13.10.04.00,F
2087,SPINAL-SEXUAL,310,13.10.04.00,F
2088,SPINAL-SEXUAL,311,13.10.04.00,F
2089,SPINAL-SEXUAL,320,13.10.04.00,F
2090,SPINAL-SEXUAL,321,13.10.04.00,F
2091,SPINAL-SEXUAL,322,13.10.04.00,F
2092,SPINAL-SEXUAL,330,13.10.04.00,F
2093,SPINAL-SEXUAL,331,13.10.04.00,F
2094,SPINAL-SEXUAL,332,13.10.04.00,F
2095,SPINAL-SEXUAL,340,13.10.04.00,F
2096,SPINAL-SEXUAL,341,13.10.04.00,F
2097,SPINAL-SEXUAL,350,13.10.04.00,F
2098,SPINAL-SEXUAL,351,13.10.04.00,F
2099,SPINAL-SEXUAL,360,13.10.04.00,F
2100,SPINAL-SEXUAL,370,13.10.04.00,F
2101,SPINAL-SEXUAL,380,13.10.04.00,F
2102,SPINAL-SEXUAL,390,13.10.04.00,F
2103,SPINAL-SEXUAL,420,13.10.04.00,F
2104,SPINAL-SEXUAL,430,13.10.04.00,F
2105,SPINAL-SEXUAL,460,13.10.04.00,F
2106,SPINAL-SEXUAL,470,13.10.04.00,F
2107,SPINAL-SEXUAL,480,13.10.04.00,F
2108,SPINAL-SEXUAL,481,13.10.04.00,F
2109,SPINAL-SEXUAL,482,13.10.04.00,F
2110,SPINAL-SEXUAL,490,13.10.04.00,F
2111,SPINAL-SEXUAL,491,13.10.04.00,F
2112,SPINAL-SEXUAL,492,13.10.04.00,F
2113,SPINAL-SEXUAL,493,13.10.04.00,F
2114,SPINAL-SEXUAL,560,13.10.04.00,F
2115,SPINAL-SEXUAL,590,13.10.04.00,F
2116,PAIN-UE,110,13.11.01.XX,E
2117,PAIN-UE,111,13.11.01.XX,G
2118,PAIN-UE,112,13.11.01.XX,H
2119,PAIN-UE,120,13.11.01.XX,H
2120,PAIN-UE,210,13.11.01.XX,E
2121,PAIN-UE,211,13.11.01.XX,G
2122,PAIN-UE,212,13.11.01.XX,F
2123,PAIN-UE,213,13.11.01.XX,E
2124,PAIN-UE,214,13.11.01.XX,G
2125,PAIN-UE,220,13.11.01.XX,H
2126,PAIN-UE,221,13.11.01.XX,G
2127,PAIN-UE,230,13.11.01.XX,G
2128,PAIN-UE,240,13.11.01.XX,E
2129,PAIN-UE,250,13.11.01.XX,F
2130,PAIN-UE,251,13.11.01.XX,F
2131,PAIN-UE,290,13.11.01.XX,G
2132,PAIN-UE,310,13.11.01.XX,F
2133,PAIN-UE,311,13.11.01.XX,G
2134,PAIN-UE,320,13.11.01.XX,H
2135,PAIN-UE,321,13.11.01.XX,G
2136,PAIN-UE,322,13.11.01.XX,G
2137,PAIN-UE,330,13.11.01.XX,G
2138,PAIN-UE,331,13.11.01.XX,F
2139,PAIN-UE,332,13.11.01.XX,F
2140,PAIN-UE,340,13.11.01.XX,F
2141,PAIN-UE,341,13.11.01.XX,F
2142,PAIN-UE,350,13.11.01.XX,G
2143,PAIN-UE,351,13.11.01.XX,G
2144,PAIN-UE,360,13.11.01.XX,G
2145,PAIN-UE,370,13.11.01.XX,H
2146,PAIN-UE,380,13.11.01.XX,H
2147,PAIN-UE,390,13.11.01.XX,G
2148,PAIN-UE,420,13.11.01.XX,H
2149,PAIN-UE,430,13.11.01.XX,H
2150,PAIN-UE,460,13.11.01.XX,G
2151,PAIN-UE,470,13.11.01.XX,H
2152,PAIN-UE,480,13.11.01.XX,G
2153,PAIN-UE,481,13.11.01.XX,H
2154,PAIN-UE,482,13.11.01.XX,J
2155,PAIN-UE,490,13.11.01.XX,I
2156,PAIN-UE,491,13.11.01.XX,G
2157,PAIN-UE,492,13.11.01.XX,H
2158,PAIN-UE,493,13.11.01.XX,H
2159,PAIN-UE,560,13.11.01.XX,H
2160,PAIN-UE,590,13.11.01.XX,J
2161,PAIN-LE,110,13.11.02.XX,D
2162,PAIN-LE,111,13.11.02.XX,D
2163,PAIN-LE,112,13.11.02.XX,C
2164,PAIN-LE,120,13.11.02.XX,C
2165,PAIN-LE,210,13.11.02.XX,E
2166,PAIN-LE,211,13.11.02.XX,E
2167,PAIN-LE,212,13.11.02.XX,E
2168,PAIN-LE,213,13.11.02.XX,F
2169,PAIN-LE,214,13.11.02.XX,F
2170,PAIN-LE,220,13.11.02.XX,E
2171,PAIN-LE,221,13.11.02.XX,E
2172,PAIN-LE,230,13.11.02.XX,E
2173,PAIN-LE,240,13.11.02.XX,E
2174,PAIN-LE,250,13.11.02.XX,F
2175,PAIN-LE,251,13.11.02.XX,E
2176,PAIN-LE,290,13.11.02.XX,E
2177,PAIN-LE,310,13.11.02.XX,F
2178,PAIN-LE,311,13.11.02.XX,F
2179,PAIN-LE,320,13.11.02.XX,F
2180,PAIN-LE,321,13.11.02.XX,F
2181,PAIN-LE,322,13.11.02.XX,F
2182,PAIN-LE,330,13.11.02.XX,F
2183,PAIN-LE,331,13.11.02.XX,F
2184,PAIN-LE,332,13.11.02.XX,F
2185,PAIN-LE,340,13.11.02.XX,G
2186,PAIN-LE,341,13.11.02.XX,G
2187,PAIN-LE,350,13.11.02.XX,G
2188,PAIN-LE,351,13.11.02.XX,G
2189,PAIN-LE,360,13.11.02.XX,G
2190,PAIN-LE,370,13.11.02.XX,G
2191,PAIN-LE,380,13.11.02.XX,I
2192,PAIN-LE,390,13.11.02.XX,H
2193,PAIN-LE,420,13.11.02.XX,G
2194,PAIN-LE,430,13.11.02.XX,H
2195,PAIN-LE,460,13.11.02.XX,H
2196,PAIN-LE,470,13.11.02.XX,H
2197,PAIN-LE,480,13.11.02.XX,H
2198,PAIN-LE,481,13.11.02.XX,I
2199,PAIN-LE,482,13.11.02.XX,J
2200,PAIN-LE,490,13.11.02.XX,I
2201,PAIN-LE,491,13.11.02.XX,H
2202,PAIN-LE,492,13.11.02.XX,I
2203,PAIN-LE,493,13.11.02.XX,I
2204,PAIN-LE,560,13.11.02.XX,I
2205,PAIN-LE,590,13.11.02.XX,J
2206,PERIPH-SPINE,110,13.12.01.XX,C
2207,PERIPH-SPINE,111,13.12.01.XX,C
2208,PERIPH-SPINE,112,13.12.01.XX,D
2209,PERIPH-SPINE,120,13.12.01.XX,D
2210,PERIPH-SPINE,210,13.12.01.XX,D
2211,PERIPH-SPINE,211,13.12.01.XX,D
2212,PERIPH-SPINE,212,13.12.01.XX,E
2213,PERIPH-SPINE,213,13.12.01.XX,F
2214,PERIPH-SPINE,214,13.12.01.XX,F
2215,PERIPH-SPINE,220,13.12.01.XX,E
2216,PERIPH-SPINE,221,13.12.01.XX,E
2217,PERIPH-SPINE,230,13.12.01.XX,E
2218,PERIPH-SPINE,240,13.12.01.XX,E
2219,PERIPH-SPINE,250,13.12.01.XX,F
2220,PERIPH-SPINE,251,13.12.01.XX,E
2221,PERIPH-SPINE,290,13.12.01.XX,E
2222,PERIPH-SPINE,310,13.12.01.XX,F
2223,PERIPH-SPINE,311,13.12.01.XX,G
2224,PERIPH-SPINE,320,13.12.01.XX,F
2225,PERIPH-SPINE,321,13.12.01.XX,F
2226,PERIPH-SPINE,322,13.12.01.XX,F
2227,PERIPH-SPINE,330,13.12.01.XX,F
2228,PERIPH-SPINE,331,13.12.01.XX,F
2229,PERIPH-SPINE,332,13.12.01.XX,F
2230,PERIPH-SPINE,340,13.12.01.XX,G
2231,PERIPH-SPINE,341,13.12.01.XX,G
2232,PERIPH-SPINE,350,13.12.01.XX,G
2233,PERIPH-SPINE,351,13.12.01.XX,G
2234,PERIPH-SPINE,360,13.12.01.XX,G
2235,PERIPH-SPINE,370,13.12.01.XX,G
2236,PERIPH-SPINE,380,13.12.01.XX,H
2237,PERIPH-SPINE,390,13.12.01.XX,G
2238,PERIPH-SPINE,420,13.12.01.XX,H
2239,PERIPH-SPINE,430,13.12.01.XX,H
2240,PERIPH-SPINE,460,13.12.01.XX,H
2241,PERIPH-SPINE,470,13.12.01.XX,H
2242,PERIPH-SPINE,480,13.12.01.XX,I
2243,PERIPH-SPINE,481,13.12.01.XX,I
2244,PERIPH-SPINE,482,13.12.01.XX,J
2245,PERIPH-SPINE,490,13.12.01.XX,I
2246,PERIPH-SPINE,491,13.12.01.XX,H
2247,PERIPH-SPINE,492,13.12.01.XX,I
2248,PERIPH-SPINE,493,13.12.01.XX,H
2249,PERIPH-SPINE,560,13.12.01.XX,J
2250,PERIPH-SPINE,590,13.12.01.XX,J
2251,PERIPH-UE,110,13.12.02.XX,E
2252,PERIPH-UE,111,13.12.02.XX,G
2253,PERIPH-UE,112,13.12.02.XX,H
2254,PERIPH-UE,120,13.12.02.XX,H
2255,PERIPH-UE,210,13.12.02.XX,E
2256,PERIPH-UE,211,13.12.02.XX,G
2257,PERIPH-UE,212,13.12.02.XX,F
2258,PERIPH-UE,213,13.12.02.XX,E
2259,PERIPH-UE,214,13.12.02.XX,G
2260,PERIPH-UE,220,13.12.02.XX,H
2261,PERIPH-UE,221,13.12.02.XX,G
2262,PERIPH-UE,230,13.12.02.XX,G
2263,PERIPH-UE,240,13.12.02.XX,E
2264,PERIPH-UE,250,13.12.02.XX,F
2265,PERIPH-UE,251,13.12.02.XX,F
